Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All GHG data is presented in units of metric tons of carbon dioxide equivalent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2022 GHG Quantity Associated with Coal-based liquid fuel production,2021 GHG Quantity Associated with Coal-based liquid fuel production,2020 GHG Quantity Associated with Coal-based liquid fuel production,2019 GHG Quantity Associated with Coal-based liquid fuel production,2018 GHG Quantity Associated with Coal-based liquid fuel production,2017 GHG Quantity Associated with Coal-based liquid fuel production,2016 GHG Quantity Associated with Coal-based liquid fuel production,2015 GHG Quantity Associated with Coal-based liquid fuel production,2014 GHG Quantity Associated with Coal-based liquid fuel production,2013 GHG Quantity Associated with Coal-based liquid fuel production,2012 GHG Quantity Associated with Coal-based liquid fuel production,2011 GHG Quantity Associated with Coal-based liquid fuel production,2022 GHG Quantity Associated with Petroleum Products Produced,2021 GHG Quantity Associated with Petroleum Products Produced,2020 GHG Quantity Associated with Petroleum Products Produced,2019 GHG Quantity Associated with Petroleum Products Produced,2018 GHG Quantity Associated with Petroleum Products Produced,2017 GHG Quantity Associated with Petroleum Products Produced,2016 GHG Quantity Associated with Petroleum Products Produced,2015 GHG Quantity Associated with Petroleum Products Produced,2014 GHG Quantity Associated with Petroleum Products Produced,2013 GHG Quantity Associated with Petroleum Products Produced,2012 GHG Quantity Associated with Petroleum Products Produced,2011 GHG Quantity Associated with Petroleum Products Produced,2022 GHG Quantity Associated with Petroleum Products Imported,2021 GHG Quantity Associated with Petroleum Products Imported,2020 GHG Quantity Associated with Petroleum Products Imported,2019 GHG Quantity Associated with Petroleum Products Imported,2018 GHG Quantity Associated with Petroleum Products Imported,2017 GHG Quantity Associated with Petroleum Products Imported,2016 GHG Quantity Associated with Petroleum Products Imported,2015 GHG Quantity Associated with Petroleum Products Imported,2014 GHG Quantity Associated with Petroleum Products Imported,2013 GHG Quantity Associated with Petroleum Products Imported,2012 GHG Quantity Associated with Petroleum Products Imported,2011 GHG Quantity Associated with Petroleum Products Imported,2022 GHG Quantity Associated with Petroleum Products Exported,2021 GHG Quantity Associated with Petroleum Products Exported,2020 GHG Quantity Associated with Petroleum Products Exported,2019 GHG Quantity Associated with Petroleum Products Exported,2018 GHG Quantity Associated with Petroleum Products Exported,2017 GHG Quantity Associated with Petroleum Products Exported,2016 GHG Quantity Associated with Petroleum Products Exported,2015 GHG Quantity Associated with Petroleum Products Exported,2014 GHG Quantity Associated with Petroleum Products Exported,2013 GHG Quantity Associated with Petroleum Products Exported,2012 GHG Quantity Associated with Petroleum Products Exported,2011 GHG Quantity Associated with Petroleum Products Exported,2022 GHG Quantity Associated with Natural Gas Supply,2021 GHG Quantity Associated with Natural Gas Supply,2020 GHG Quantity Associated with Natural Gas Supply,2019 GHG Quantity Associated with Natural Gas Supply,2018 GHG Quantity Associated with Natural Gas Supply,2017 GHG Quantity Associated with Natural Gas Supply,2016 GHG Quantity Associated with Natural Gas Supply,2015 GHG Quantity Associated with Natural Gas Supply,2014 GHG Quantity Associated with Natural Gas Supply,2013 GHG Quantity Associated with Natural Gas Supply,2012 GHG Quantity Associated with Natural Gas Supply,2011 GHG Quantity Associated with Natural Gas Supply,2022 GHG Quantity Associated with Natural Gas Liquids Supply,2021 GHG Quantity Associated with Natural Gas Liquids Supply,2020 GHG Quantity Associated with Natural Gas Liquids Supply,2019 GHG Quantity Associated with Natural Gas Liquids Supply,2018 GHG Quantity Associated with Natural Gas Liquids Supply,2017 GHG Quantity Associated with Natural Gas Liquids Supply,2016 GHG Quantity Associated with Natural Gas Liquids Supply,2015 GHG Quantity Associated with Natural Gas Liquids Supply,2014 GHG Quantity Associated with Natural Gas Liquids Supply,2013 GHG Quantity Associated with Natural Gas Liquids Supply,2012 GHG Quantity Associated with Natural Gas Liquids Supply,2011 GHG Quantity Associated with Natural Gas Liquids Supply,2022 GHG Quantity Associated with CO2 Supply ,2021 GHG Quantity Associated with CO2 Supply ,2020 GHG Quantity Associated with CO2 Supply ,2019 GHG Quantity Associated with CO2 Supply ,2018 GHG Quantity Associated with CO2 Supply ,2017 GHG Quantity Associated with CO2 Supply ,2016 GHG Quantity Associated with CO2 Supply ,2015 GHG Quantity Associated with CO2 Supply ,2014 GHG Quantity Associated with CO2 Supply ,2013 GHG Quantity Associated with CO2 Supply ,2012 GHG Quantity Associated with CO2 Supply ,2011 GHG Quantity Associated with CO2 Supply 
1006520,110011639110,"Cascades Tissue Group-Oregon, a division of Cascades Holding US Inc",SAINT HELENS,OR,97051,1300 KASTER ROAD,COLUMBIA COUNTY,45.8476,-122.803,322120,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential
1002816,110009449409,Casper Gas Plant,Casper,WY,82609,5750 E Yellowstone Hwy,NATRONA COUNTY,42.85426,-106.39022,211130,"C,NN-FRAC,W-PROC,W-NGTC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208782.7,244651,244640.2,250376.8,234099.6,225394.5,196408.6,220433.5,207316.6,181555.1,179611.1,163107.8,,,,,,,,,,,,
1011320,,Castleton Commodities Merchant Trading L.P.,Stamford,CT,06902,"2200 Atlantic Street, Suite 800",,41.041697,-73.543066,,"MM-EXP,MM-IMP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,confidential,552419.7,3626566.3699061,4291578.012024,6052618.4242,1331439.9,537221.8,2639452.6212355,3935193.23784,3922701.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010435,,Castrol Caribbean and Central America,Wayne,NJ,07470,1500 Valley Road,,40.962076,-74.224963,324191,MM-EXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005273,,"Castrol Industrial North America, Inc",Wayne,NJ,07470,1500 Valley Road,Passaic,40.9411487,-74.2531465,324191,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,22293,28496,29507,28882,26779,21042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008831,110071160232,Catcher Ranch Gas Plant,McAlester,OK,74502,,PITTSBURG COUNTY,34.87402778,-96.05205556,486210,"C,PP,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,
1007913,110008361263,"Catlettsburg Refining, LLC",Catlettsburg,KY,41129,11631 US Route 23,BOYD COUNTY,38.375,-82.6042,324110,"C,MM-REF,Y",,,,,,,,,,,,,42824730.303255,37838754,33780099.743,39784334.514521,40049924,37072858.8589667,36990299.4,33441132,33079713,32917123,35807246,32924023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007941,110071160499,Cedar Falls Municipal Gas Utility,Cedar Falls,IA,50613,1 Utility Parkway,BLACK HAWK COUNTY,42.52737,-92.44079,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123127.1,129408.5,133033.7,143674,125954,103372.1,105412.1,95887.8,109204.8,106476,89779.4,109715.6,,,,,,,,,,,,,,,,,,,,,,,,
1004047,110071162426,CenterPoint Energy Arkla (Louisiana),Houston,TX,77002,1111 Louisiana,HARRIS COUNTY,29.75761,-95.36826,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586278.1,628005,717642.5,713980.1,594214,622073.9,698905.2,750236.5,685134,631669.9,719593.3,,,,,,,,,,,,,,,,,,,,,,,,
1004090,110071162538,CenterPoint Energy Arkla (Texas),Houston,TX,77002,1111 Louisiana,HARRIS COUNTY,29.75761,-95.36826,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75894.7,69125.3,72450.5,71932.4,57602.5,62399.6,73877,82390.1,81006,61558.3,73531,,,,,,,,,,,,,,,,,,,,,,,,
1004198,110071160441,CenterPoint Energy Entex (Louisiana),Houston,TX,77002,P.O. Box 0305,HARRIS COUNTY,29.752554,-95.370401,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163833.8,590884.2,433668.5,491523.4,500234.5,419594.3,450863.6,478431.4,541215.1,536641,442277.8,465042.8,,,,,,,,,,,,,,,,,,,,,,,,
1004049,110071159240,CenterPoint Energy Entex (Mississippi),Houston,TX,77002,P.O. Box 0305,HARRIS COUNTY,29.752554,-95.370401,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386255.2,1432775.2,1278479.2,1282877.6,1377347.2,1215882.6,1150079,1369136.5,1364991.7,1348832,1116257.1,1615519.8,,,,,,,,,,,,,,,,,,,,,,,,
1005925,110071162239,CenterPoint Energy Entex (Texas),Houston,TX,77002,P.O. Box 0305,HARRIS COUNTY,29.752554,-95.370401,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8112986.2,8124734.5,7174080.4,8269555.3,8338456.2,6537173.2,6824025.6,7739343.9,8195775.8,7674004,6521217.9,7263231.1,,,,,,,,,,,,,,,,,,,,,,,,
1004086,110071160439,CenterPoint Energy Minnesota Gas,Minneapolis,MN,55459,"800 LaSalle Ave, Floor 14, PO Box 59038",HENNEPIN COUNTY,44.97619,-93.27482,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10541283.8,9434081.7,8971242.2,10683504.1,10194086.3,9456320.5,9407013.1,9364434.3,9688665.6,9990389,8475008.3,8631562,,,,,,,,,,,,,,,,,,,,,,,,
1000011,110000807379,Central Hudson Gas and Electric Corporation,Poughkeepsie,NY,12601,284 South Avenue,DUTCHESS COUNTY,41.690648,-73.931605,221122,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183709.4,1068526.8,1011667.9,1007047.9,1089673.9,1001640.2,1005677.9,1023991.7,996566.7,1003097.2,987922.2,1074677.6,,,,,,,,,,,,,,,,,,,,,,,,
1004301,110042263181,Century Gas Plant,Fort Stockton,TX,79735,2301 Puckett Road,PECOS COUNTY,30.610401,-102.579371,211120,"C,PP,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1002453,110071161747,Chambersburg Gas Dept.,Chambersburg,PA,17201,100 S. Second St.,FRANKLIN COUNTY,39.984707,-77.665066,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82120.4,67274.9,59172.2,63404.5,66990.5,59239.2,61211,60991.4,,,,54838.5,,,,,,,,,,,,,,,,,,,,,,,,
1007714,110071159314,Chapel Hill Gas Plan,Winona,TX,75792,4426 FM 757,SMITH COUNTY,32.38369,-95.109069,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15462.8,16482.4,23506.7,12677.6,20074.9,30095.3,30431.9,29801.1,37434.1,35144.8,33731.1,23272.5,,,,,,,,,,,,
1007572,110071160090,Chattanoga Gas Company,Chattanooga,TN,37421,2207 Olan Mills Drive,HAMILTON COUNTY,35.05026,-85.18439,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840532.6,815160.9,785817.3,804971,874634,756040.3,798333,794921.4,890822.3,888626.7,753281.4,834585.7,,,,,,,,,,,,,,,,,,,,,,,,
1011195,110058238928,Chemoil Corp.,San Francisco,CA,94111,"4 Embarcadero Center, 34th Fl",SAN FRANCISCO COUNTY,37.79553,-122.39623,424720,"MM-EXP,MM-IMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,,,,,,,,,confidential,5084888.7,4243622.7,3450948.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006314,110071160491,Chemours - Corpus Christi Plant,Gregory,TX,78359,2500 4th Street,SAN PATRICIO COUNTY,27.91929,-97.28451,325120,"C,L,OO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005550,110071161179,Chesapeake Utilities - DE Division,Dover,DE,19901,500 Energy Ln Suite 100,KENT COUNTY,39.155559,-75.528836,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491419.2,449278.6,479789.4,486820.1,429894.4,429826.5,425473.8,437871.5,409465.2,369936.9,359786.5,,,,,,,,,,,,,,,,,,,,,,,,
1007448,110071161180,Chesapeake Utilities - MD Division,Salisbury,MD,21804,32145 Beaver Run Dr,WICOMICO COUNTY,38.37742,-75.49867,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195417.3,177883.7,188164.1,183831.7,167548.1,160219.5,157028.6,157781.5,149328.8,140414.9,135939,,,,,,,,,,,,,,,,,,,,,,,,
1005428,110071159442,Chester County Natural Gas Authority,Chester,SC,29706,517 Ballymena Road,CHESTER COUNTY,34.709143,-81.219984,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217508.8,197314.1,224344.1,215510.7,199633.6,198490.2,190904.7,190610.4,190349.8,182965.4,186332.4,,,,,,,,,,,,,,,,,,,,,,,,
1010533,110002899908,Chevron MM El Segundo,El Segundo,CA,90245,324 W El Segundo Blvd,LOS ANGELES COUNTY,33.9082,-118.4085,324110,MM-REF,,,,,,,,,,,,,38922601.7530913,37213332.0832912,28268961.4324601,38056262.1482145,43631893.3298058,40302878.2,42608630.9733882,41356765.7500231,35561306,37243522,39291468,39128267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010516,,Chevron MM Import/Export,San Ramon,CA,94583,6001 Bollinger Canyon Road,,37.795963,-122.022317,324110,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,30137945.6107558,33155832.46,31209531.5719427,38051744.7610495,28920635.7070619,32340766.1857594,29666687.0646216,32250008.1477532,25419982,24602991,18638509,20481160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010518,110000377477,Chevron MM Pascagoula,Pascagoula,MS,39581,250 Industrial Rd,JACKSON COUNTY,30.343733,-88.4938,324110,MM-REF,,,,,,,,,,,,,48779024.4706513,44730601.0470915,40145054.2017253,52178590.6403756,51000985.9531224,54539051.22,53184464.5605741,48773228.9988225,51033801,47795687,52043546,48466517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010517,110020506460,Chevron MM Richmond,Richmond,CA,94801,841 Chevron Way,CONTRA COSTA COUNTY,37.938779,-122.396453,324110,MM-REF,,,,,,,,,,,,,25197692.3659049,32673102.6688172,30808051.8683638,37228588.5096135,37979227.39765,40548211.1,27980702.378,36191824.4991763,32979054,22311397,20423477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010534,110002029778,Chevron MM Salt Lake City,Salt Lake City,UT,84116,2351 North 1100 West,SALT LAKE COUNTY,40.82147,-111.92162,324110,MM-REF,,,,,,,,,,,,,11301665,10620602.3241265,4956431.4526888,8412246.0156453,7501832.2178184,7676710.454,7805113.8155434,7326567.3175222,6613523,6135421,6642849,6514807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005924,110000468066,Cheyenne Plant,Cheyenne,WY,82001,8305 Otto Road,LARAMIE COUNTY,41.0949,-104.908,325311,"C,G,PP,V",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1003764,110009003078,Chico Gas Plant,Chico,TX,76431,383 County Road 1745,WISE COUNTY,33.305465,-97.883523,211130,"C,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581634.6824068,1271785.7674,2040392.4091908,2151469.5247442,2323966,2733962.6,2993480.3,2646984.4,2054186.9,2361961.5,2021567.5,,,,,,,,,,,,
1002174,110043789969,Chipeta Gas Plant,Vernal,UT,84078,,UINTAH COUNTY,40.0344,-109.4289,211130,"C,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729085.9,1484422,1557111.1,1443658.9,,,,,,,,,,,,
1003579,110007235973,Chunchula Gas Plant,Chunchula,AL,36521,12303 Roberts Rd,MOBILE COUNTY,30.94717,-88.16743,211111,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23966,71987.2,97588.2,117280.2,116983.5,156875.3,,,,,,,,,,,,
1002330,110071159546,Citizens Gas - Indianapolis,Indianapolis,IN,46202,2020 North Meridian Street,MARION COUNTY,39.79398,-86.15734,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3955463.6,3865995.5,3651307.3,3513682.8,3566724.3,3157144.5,3398113,2881909.1,2911725.2,2644948.8,2186415.7,2407966.4,,,,,,,,,,,,,,,,,,,,,,,,
1009495,110071162125,Citizens Gas Fuel Co,Adrian,MI,49221,1370 Academy Road,LENAWEE COUNTY,41.904534,-84.000846,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159459.3,134855.3,138327.5,156311.5,154686.3,143940.9,140916.9,152023.1,168533,159350.9,134817.2,150074.4,,,,,,,,,,,,,,,,,,,,,,,,
1004507,110071160731,Citizens Gas Utility District of Scott and Morgan Counties,Helenwood,TN,37755,12519 Scott Hwy,SCOTT COUNTY,36.424884,-84.536301,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52847,51357.5,49232.7,51090.3,49389.5,40646.8,45472.1,59133,63074.20571195,57734.92436,46814.3,48547.2,,,,,,,,,,,,,,,,,,,,,,,,
1003762,110071161089,City Of Fulton,Fulton,MO,65251,18 East 4th Street,CALLAWAY COUNTY,38.84617,-91.949021,221210,"C,NN-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38504.3,34051.8,35345.8,37896.4,38082.4,30830.3,28757.1,34000.3,44527.3,43711.6,42550.1,44261.1,,,,,,,,,,,,,,,,,,,,,,,,
1006986,110071161644,City Of Ripley< MS,Ripley,MS,38663,500 South Main Street,TIPPAH COUNTY,34.72761,-88.94909,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72965.3,75551.2,74799.7,69992.5,72320.4,71665.5,72558.9,74305.7,66950.8,69535.3,,,,,,,,,,,,,,,,,,,,,,,,
1003491,110071159290,City Utilities Natural Gas Distribution System,SPRINGFIELD,MO,65802,301 E. CENTRAL,GREENE COUNTY,37.21738,-93.29036,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893484.8,767938.3,800610.8,842527.1,827227.7,699016.2,786360.8,680860.3,777258.9,719116.2,687663.9,622122,,,,,,,,,,,,,,,,,,,,,,,,
1011031,,City of Alexandria Gas Dept.,Alexandria,LA,71302,2021 Industrial Park Rd. Bldg. A,,31.331731,-92.468358,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83838.2,86214.9,80551.8,88732.9,83334.1,75719.6,85283,99173.3,113844.6,105926.2,88608.3,94827.3,,,,,,,,,,,,,,,,,,,,,,,,
1001679,110071161377,City of Austell Natural Gas System,Austell,GA,30106,2838 Joe Jerkins Blvd,COBB COUNTY,33.814597,-84.636352,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342290,347456.4,338935.1,338960,353946.6,296587.7,311893.1,308818.8,309346.6,288119.5,260523.3,246145.9,,,,,,,,,,,,,,,,,,,,,,,,
1010364,,City of Brewton,Brewton,AL,36426,1010A Douglas Avenue,,31.12086,-87.06855,921120,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387994.3,394185.3,395495.7,397040.3,422605.6,472020.4,376821.6,281114.8,248854.6,176457.1,143581.6,,,,,,,,,,,,,,,,,,,,,,,,,
1004582,110071162222,City of Buford,Buford,GA,30518,2300 Buford Hwy,GWINNETT COUNTY,34.116179,-83.993384,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195321.5,178303.9,168351.1,168351.1,179408.8,132022.3,120393,152912.4,169210.2,149471.7,115044,146511.5,,,,,,,,,,,,,,,,,,,,,,,,
1003445,110071161633,City of Camilla,Camilla,GA,31730,30 E. Broad Street,MITCHELL COUNTY,31.183001,-84.312126,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27372,28268.7,80753.6,205347.7,203118.1,197989.5,184855.2,192975.6,193769.3,126096.1,140164.2,177362,,,,,,,,,,,,,,,,,,,,,,,,
1008498,110071162116,City of Chanute - Utility Complex,Chanute,KS,66720,1002 East 14th Street,NEOSHO COUNTY,37.690348,-95.401344,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202445.3,156896.7,190326.1,143182.9,91976.2,40241.5,55106.9,35553,32172.8,30948.7,26926.1,37322.3,,,,,,,,,,,,,,,,,,,,,,,,
1004063,110071162224,City of Charlottesville,Charlottesville,VA,22902,605 East Main St,CHARLOTTESVILLE CITY,38.0296,-78.47772,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165040.4,151829.9,145405.8,153489.1,154629.2,152409.1,160442.4,164354.7,166733.3,166644,147120.2,126948.3,,,,,,,,,,,,,,,,,,,,,,,,
1005531,110071160007,City of Clarksville Gas & Water Dept,Clarksville,TN,37043,2215 Madison St,MONTGOMERY COUNTY,36.5097,-87.27772,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339433.9,316334.2,288914.9,301618.7,313553.2,275853.2,260114.2,214878.4,236243.3,296349.5,255384,290704.8,,,,,,,,,,,,,,,,,,,,,,,,
1011987,,City of Commerce,Commerce,GA,30529,545 Cedar Drive,,34.2177171592109,-83.4606010006944,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74659.2,47135.8,29776.9,28468.8,26644.8,25163.7,24823,25423.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009494,110071160812,City of Cookeville Gas Dept,Cookeville,TN,38501,16 N Oak,PUTNAM COUNTY,36.16514,-85.50899,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83811.5,82615.8,69361,72863.5,76515.7,63863.9,68097,68071.6,78287.2,72167.1,60148.6,64590.1,,,,,,,,,,,,,,,,,,,,,,,,
1000073,110071161494,City of Corinth Gas & Water Department,Corinth,MS,38834,305 W. Waldron St.,ALCORN COUNTY,34.936299,-88.525474,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46277.1,44917.2,44589.4,42608,46921.3,37078,38857.5,43087.6,47681.9,44742.1,37542,43628.9,,,,,,,,,,,,,,,,,,,,,,,,
1006615,110071159556,City of Corpus Christi Gas Department,Corpus Christi,TX,78415,4225 S. Port Avenue,NUECES COUNTY,27.75005,-97.41998,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201652,186759.6,173802.6,197112.2,199332.5,173363.4,178702.4,208268.2,207881.4,189109.9,159814,181169.8,,,,,,,,,,,,,,,,,,,,,,,,
1005451,110071159444,City of Covington,Covington,TN,38019,200 W. Washington Ave,TIPTON COUNTY,35.56296,-89.64792,921120,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34664.7,32378.6,31201.1,32475.6,32512.1,27269.3,28476,30055.9,32354.9,29894.7,22599.3,29985.6,,,,,,,,,,,,,,,,,,,,,,,,
1004077,110071160411,City of Covington,Covington,GA,30015,2194 Emory St,NEWTON COUNTY,33.59943,-83.86386,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122562.6,116846.1,114291.3,115202.2,118604.7,105535.3,105511.4,102252.8,109449.4,103773.7,97026.6,103761.3,,,,,,,,,,,,,,,,,,,,,,,,
1010955,,City of Deming,Deming,NM,88030,309 South Gold Avenue,,32.266538,-107.758404,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35020.9,29573.1,27941.4,2493.9,23517.3,25110.3,36835.9,31856,24395,27176.3,,,,,,,,,,,,,,,,,,,,,,,,,,
