Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/18/2023,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab).,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2022 Total reported direct emissions from Electrical Equipment Use,2021 Total reported direct emissions from Electrical Equipment Use,2020 Total reported direct emissions from Electrical Equipment Use,2019 Total reported direct emissions from Electrical Equipment Use,2018 Total reported direct emissions from Electrical Equipment Use,2017 Total reported direct emissions from Electrical Equipment Use,2016 Total reported direct emissions from Electrical Equipment Use,2015 Total reported direct emissions from Electrical Equipment Use,2014 Total reported direct emissions from Electrical Equipment Use,2013 Total reported direct emissions from Electrical Equipment Use,2012 Total reported direct emissions from Electrical Equipment Use,2011 Total reported direct emissions from Electrical Equipment Use
1010796,110001527517,PSE&G Subpart DD,Newark,NJ,07102,80 Park Plaza,ESSEX COUNTY,40.73811,-74.16993,221121,DD,22980.7356,18243.1008,18472.56,18882.96,24149.76,33568.44,62134.56,64068,12669.96,62018.28,74608.44,
1009619,110061868448,PacifiCorp (T&D System),Salt Lake City,UT,84116,"1407 west North Temple, Suite 110",SALT LAKE COUNTY,40.77141,-111.92972,221121,DD,69280.3764,124578.4932,25203.12,19060.8,67244.04,89519.64,121435.08,69115.92,150350.04,157962.96,123357.12,168672.12
1009578,110000844631,Pacific Gas and Electric Company (PG&E) - SF6 Emissions,San Francisco,CA,94105,77 Beale Street,SAN FRANCISCO COUNTY,37.79134,-122.39604,221122,DD,13041.144,30730.752,27336.744,23470.9356,41598.2124,14872.44,67419.6,35618.16,14829.12,62337.48,60233.04,66845.04
1009801,110000499531,Pepco,Washington DE,DC,20019,3400 Benning Road NE,DISTRICT OF COLUMBIA,38.89637,-76.9561,221122,DD,,,,6942.6,12428.28,8490.72,12895.68,21491.28,80634.48,50686.68,80381.4,92061.84
1013811,110013380867,PowerSouth Transmission System,Andalusia,AL,36421,2027 East Three Notch Street,COVINGTON COUNTY,31.32981,-86.46757,221121,DD,1836.4032,357.5268,112.7232,,,,,,,,,
1009543,110071160329,Public Service Company of Colorado - Subpart DD,Minneapolis,MN,55401,414 Nicollet Mall,HENNEPIN COUNTY,44.97967,-93.26989,221121,DD,5770.3608,35751.9504,26922.24,11618.88,53281.32,46671.6,20045.76,16566.48,37385.16,18196.68,28924.08,9473.4
1009443,110055516801,Public Service of New Hampshire,Manchester,NH,03105,PO Box 330,HILLSBOROUGH COUNTY,42.992301,-71.463171,221122,DD,,,,,,,,6475.2,2961.72,5490.24,7473.84,2916.12
1010301,110043790092,Puget Sound Energy T&D,Bellevue,WA,98004,10885 N.E. 4th Street,KING COUNTY,47.61373,-122.19453,221122,DD,7272.4248,16310.208,18326.7768,13303.0932,827.64,186.96,1974.48,19204.44,20333.04,12854.64,12270.96,3009.6
1012373,110067566440,Red Gate Power Plant,Edinburg,TX,78541,3428 WEST FM 490,HIDALGO COUNTY,26.450628,-98.177386,221112,"C,DD",0,0,0,0,0,0,0,,,,,
1012430,110004342765,Rochester Gas and Electric - Subpart DD,Rochester,NY,14649,89 East Avenue,MONROE COUNTY,43.15694,-77.60186,221122,DD,1498.53,3134.6352,1322.4,4238.52,3857.76,1354.32,4626.12,,,,,
1009921,110055518364,SAN DIEGO GAS & ELECTRIC (Entity SF6),San Diego,CA,92123,8315 Century Park Court,SAN DIEGO COUNTY,32.82273,-117.14293,221122,DD,,,,,,,,15645.36,15162,5424.12,21746.64,11071.68
1009695,110020997661,SCE&G Electric Power Delivery,Cayce,SC,29033,220 Operations Way,LEXINGTON COUNTY,33.956548,-81.047512,221121,DD,22483.2852,21910.344,3746.154,,,,,,7606.08,6438.72,7850.04,5661.24
1003998,110006825908,SYCAMORE COGENERATION Facility,BAKERSFIELD,CA,93308,1546 SW China Grade Loop,KERN COUNTY,35.4518,-118.9851,221112,"C,DD",580.1916,77.5656,216.6,0,255.36,253.08,323.76,0,0,460.56,0,186.96
1013543,110011658278,Sacramento Municipal Utility District (SMUD)-SF6,Sacramento,CA,95817,6201 S Street,SACRAMENTO COUNTY,38.551717,-121.429721,221121,DD,0,0.4104,1887.84,,,,,,,,,
1000507,110035420719,Salinas River Cogeneration Facility,SAN ARDO,CA,93450,"Star Route 42, Wunpost Road",Monterey,35.9515,-120.8679,221112,"D,DD",0,0,0,0,0,0,0,0,0,0,0,0
1009888,110039345045,Salt River Project - T & D Equipment,Tempe,AZ,85281,1521 N. Project Drive,MARICOPA COUNTY,33.447479,-111.952819,221121,DD,39318.8508,11191.9956,43014.6396,13592.8812,3130.44,24817.8,4099.44,43142.16,7223.04,6372.6,6919.8,18436.08
1013191,110071162268,Sand Bluff Substation,Big Spring,TX,79720,,GLASSCOCK COUNTY,32.0035,-101.2729,221121,DD,455.0424,1075.5672,31.92,237.12,0,,,,,,,
1009719,110001673591,Santee Cooper T and D,Moncks Corner,SC,29461,1 Riverwood Drive,BERKELEY COUNTY,33.19869,-79.98041,221112,DD,,,,,,,,11593.8,18575.16,11769.36,11377.2,5946.24
1000506,110043089537,Sargent Canyon Cogeneration Facility,San Ardo,CA,93450,,Monterey,35.9359,-120.8405,221112,"D,DD",,,0,0,0,0,0,0,0,0,0,0
1010082,110005373390,Seattle City Light,Seattle,WA,98124,"700 5th Ave, Suite 3300, PO Box 34023",KING COUNTY,47.60443,-122.32983,221111,DD,1262.1168,2447.922,52.1208,779.1672,1124.7924,1071.4176,2454.762,3043.8,1662.12,1080.72,2138.64,355.68
1013341,110070525479,Sharyland Utilities L.P. North,Dallas,TX,79201,1900 N Akard Street,DALLAS COUNTY,32.7871,-96.80262,221121,DD,,,,,0,,,,,,,
1013733,110060029115,Shell Chemical Appalachia LLC,monaca,PA,15061,300 frankfort road,BEAVER COUNTY,40.66564,-80.33646,325110,"C,D,DD,X",0,0,0,0,,,,,,,,
1009784,110055107771,Sierra Pacific Power Co d/b/a NV Energy Transmission,Las Vegas,NV,89146,6226 W Sahara Ave,CLARK COUNTY,36.14427,-115.22733,221112,DD,1350.2388,1573.1088,574.56,1112.64,2836.32,1256.28,1468.32,1386.24,3333.36,2150.04,4240.8,269.04
1009787,110055838633,Southern California Edison,Rosemead,CA,91770,2244 Walnut Grove Avenue,LOS ANGELES COUNTY,34.05394,-118.08024,221122,DD,120229.8264,91357.434,142243.5912,96634.494,58040.1816,84944.1132,152041.8,90657.36,107178.24,62262.24,64346.16,76108.68
1009585,110055517196,Southern Company Transmission and Distribution,Atlanta,GA,30308,30 Ivan Allen Jr. Blvd. NW,FULTON COUNTY,33.76466,-84.38826,221121,DD,60479.622,83049.8892,60298.134,38683.5516,90447.03,113032.8012,78711.5508,66097.2,71040.24,89975.64,86316.24,73897.08
1010225,110055519933,"Southwest Transmission Cooperative, Inc.",Benson,AZ,85602,1000 South Highway 80,COCHISE,31.95085,-110.28601,221121,DD,,,,,,,,,1833.12,572.28,1917.48,369.36
1009544,110071160330,Southwestern Public Service Company - Subpart DD,Minneapolis,MN,55401,414 Nicollet Mall,HENNEPIN COUNTY,44.97967,-93.26989,221121,DD,39846.306,5227.8348,56213.3772,24546.48,30982.92,40625.04,,,8226.24,10791.24,8992.32,6933.48
1010734,110017422181,Sunflower Electric Power Corporation,Hays,KS,67601,301 W. 13th Street,ELLIS COUNTY,38.87509,-99.3331,221121,DD,,,,,,,0,1301.88,2936.64,5371.68,10458.36,
1000102,110013729251,Sunrise Power Company,FELLOWS,CA,93224,12857 SUNRISE ROAD,Kern,35.2097,-119.585,221112,D,,,,,,,,,,0,0,0
1009536,110055517034,T&D CAROLINAS,RALEIGH,NC,27601,410 S WILMINGTON ST,WAKE,35.775426,-78.638372,221112,DD,,,,,,,,,,,,33550.2
1009594,110004013692,T&D CAROLINAS WEST,ASHEVILLE,NC,28806,555 BREVARD ROAD,BUNCOMBE COUNTY,35.55543,-82.60045,221112,DD,,,,,,,,,,,,1789.8
1009537,110071159691,T&D FLORIDA,SAINT PETERSBURG,FL,33701,299 FIRST AVE N,PINELLAS COUNTY,27.77209,-82.6371,221112,DD,2576.9928,31798.2252,126125.04,120917.52,36612.24,151332.72,75442.92,67166.52,81744.84,74353.08,64638,51306.84
1009682,110010588836,T&D Facilities,Omaha,NE,68102,444 South 16th Street Mall,DOUGLAS COUNTY,41.25601,-95.93784,221121,DD,,,,,,,,,2036.04,2608.32,476.52,1240.32
1008733,110071162326,TVA Transmission System,Chattanooga,TN,37402,1101 Market St.,HAMILTON COUNTY,35.04299,-85.3093,221112,DD,62133.078,74618.8596,35547.48,324988.92,117862.32,159324.12,117903.36,100908.24,86523.72,107577.24,206392.44,205327.68
1009645,110071160317,Tampa Electric Company,Tampa,FL,33601,PO Box 111,HILLSBOROUGH COUNTY,27.94,-82.45,221121,DD,8017.05,13911.9216,4881.48,4466.52,3242.16,20766.24,7701.5771844,66386.2095168,76011.7848564,26992.92,100823.88,5047.92
1009439,110055516794,Texas New Mexico Power,Lewisville,TX,75067,577 N. Garden Ridge Boulevard,DENTON COUNTY,33.04887,-97.03545,221122,DD,14664.0936,15925.2756,4491.6,3930.72,280.44,348.84,1117.2,373.92,3100.8,4571.4,2181.96,3508.92
1003715,110009645134,The Dayton Power and Light Company - Transmission and Distribution,Dayton,OH,45439,1900 Dryden Road,MONTGOMERY COUNTY,39.73021,-84.2161,221122,DD,,,,,,,,7467,16878.84,4685.4,8324.28,681.72
1010204,,The United Illuminating Company,Orange,CT,06477,100 Marsh Hill Road,,41.258852,-73.000946,221121,DD,0,,,,,,932.52,111.72,5355.72,383.04,1858.2,1203.84
1009917,110071159678,Transmission and Distribution,"El Paso, TX",TX,79901,100 North Stanton Street,EL PASO COUNTY,31.75853,-106.48587,221112,DD,46695.7452,43846.5432,31128.84,6716.88,1995,3748.32,8258.16,31425.24,12494.4,4302.36,8385.84,11413.68
1010250,110003003339,Tri-State Generation & Transmission Association Transmission System,Westminster,CO,80234,1100 W. 116th Avenue,ADAMS COUNTY,39.90698,-104.99908,221121,DD,,,,,,,7225.32,6607.44,3180.6,32788.68,43905.96,85397.4
1011738,110064007284,Tucannon Switchyard,Dayton,WA,99328,100 Blue Northern Lane,COLUMBIA COUNTY,46.323753,-117.972437,221112,DD,,,,,,,0,0,0,,,
1008193,110071160610,Tucson Electric Power Company,Tucson,AZ,85701,88 East Broadway Blvd.,PIMA COUNTY,32.22118,-110.96911,221122,DD,11328.0204,1323.1524,56735.6568,51933.9084,92308.4676,15204.6588,39952.44,17061.24,29877.12,19348.08,19261.44,75650.4
1010830,110070556110,U.S. Department of Energy Hanford Site,Richland,WA,99354,2420 Stevens Center Place,BENTON COUNTY,46.32095,-119.28001,924110,"C,DD,HH",0,0,,,,,,,,,,
1003760,110010063858,Union Power Station Switchyard,EL DORADO,AR,71730,6434 CALION HIGHWAY,UNION COUNTY,33.302653,-92.587913,221112,DD,,,,,,,,,923.4,697.68,243.96,526.68
1010321,110071160697,Vermont Electric Power Company,Rutland,VT,05701,366 Pinnacle Ridge Rd,RUTLAND COUNTY,43.66108,-72.9926,221121,DD,836.8284,1045.038,319.2,832.2,549.48,387.6,768.36,2432.76,841.32,1304.16,410.4,870.96
1009971,110071159710,Virginia Electric and Power Company,Richmond,VA,23219,120 Tredegar Street,RICHMOND CITY,37.533948,-77.452741,221121,DD,60753.4728,19332.12,30973.8,38338.2,39900,42266.64,42845.76,53819.4,75670.92,43342.8,47759.16,116872.8
1010171,110071159230,WAPA,Lakewood,CO,80228,12155 West Alameda Parkway,JEFFERSON COUNTY,39.7061,-105.1367,221122,DD,40364.436,16753.8732,69218.52,6561.84,7765.68,10011.48,16092.24,42373.8,12147.84,92435.76,56632.92,18670.92
1014332,,WFEC Transmission and Distribution Facility,Anadarko,OK,73005,P.O. Box 429,,35.0840419684309,-98.2332817448473,221121,DD,0,0,,,,,,,,,,
